DATAFLOW,LAST UPDATE,freq,unit,coicop,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Chain linked volumes (2010), million euro",Total,Slovakia,2017,42039.6,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Chain linked volumes (2010), million euro",Total,Slovakia,2018,43685.3,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Chain linked volumes (2010), million euro",Total,Slovakia,2019,44957.8,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Chain linked volumes (2010), million euro",Total,Slovakia,2020,44852.1,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Chain linked volumes (2010), million euro",Total,Slovakia,2021,46022.6,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Chain linked volumes (2010), million euro",Total,Slovakia,2022,48096.7,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Chain linked volumes (2010), million euro",Total,Slovakia,2023,46943.2,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Chain linked volumes (2010), million euro",Total,Slovakia,2024,48555.7,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Chain linked volumes (2010), million euro",Total,United Kingdom,2015,1249386.4,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Chain linked volumes (2010), million euro",Total,United Kingdom,2016,1293469.3,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Chain linked volumes (2010), million euro",Total,United Kingdom,2017,1308945.4,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Chain linked volumes (2010), million euro",Total,United Kingdom,2018,1322395.9,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Chain linked volumes (2010), million euro",Total,United Kingdom,2019,1337431.8,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Albania,2015,8154.5,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Albania,2016,8680.3,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Albania,2017,9182.2,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Albania,2018,10036.3,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Albania,2019,10930.0,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Albania,2020,10251.9,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Albania,2021,11945.4,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Albania,2022,14275.8,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Albania,2023,17510.5,p,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Austria,2015,181398.4,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Austria,2016,187075.8,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Austria,2017,193752.0,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Austria,2018,200085.7,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Austria,2019,204678.8,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Austria,2020,187510.1,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Austria,2021,194235.9,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Austria,2022,225953.8,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Bosnia and Herzegovina,2015,12136.8,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Bosnia and Herzegovina,2016,12422.6,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Bosnia and Herzegovina,2017,12783.0,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Bosnia and Herzegovina,2018,13268.9,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Bosnia and Herzegovina,2019,13915.5,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Bosnia and Herzegovina,2020,12839.0,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Bosnia and Herzegovina,2021,14150.9,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Bosnia and Herzegovina,2022,16665.3,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Bosnia and Herzegovina,2023,18639.2,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Belgium,2015,204797.5,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Belgium,2016,210579.1,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Belgium,2017,218885.7,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Belgium,2018,227031.4,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Belgium,2019,233537.5,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Belgium,2020,217824.9,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Belgium,2021,236501.7,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Belgium,2022,267085.6,p,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Bulgaria,2015,29945.1,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Bulgaria,2016,31254.5,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Bulgaria,2017,33446.6,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Bulgaria,2018,35534.5,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Bulgaria,2019,38206.7,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Bulgaria,2020,36235.8,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Bulgaria,2021,42021.2,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Bulgaria,2022,51216.0,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Switzerland,2015,317548.9,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Switzerland,2016,314868.6,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Switzerland,2017,314071.4,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Switzerland,2018,308963.9,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Switzerland,2019,323541.5,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Switzerland,2020,323307.4,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Switzerland,2021,328586.8,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Switzerland,2022,376703.6,p,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Switzerland,2023,404224.3,p,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Cyprus,2015,13200.5,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Cyprus,2016,13844.3,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Cyprus,2017,14640.2,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Cyprus,2018,15444.2,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Cyprus,2019,15893.7,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Cyprus,2020,13228.9,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Cyprus,2021,15093.5,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Cyprus,2022,17787.6,p,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Czechia,2015,81903.4,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Czechia,2016,86008.1,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Czechia,2017,93851.6,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Czechia,2018,101750.7,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Czechia,2019,107220.6,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Czechia,2020,97229.6,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Czechia,2021,106844.1,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Czechia,2022,128596.3,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Germany,2015,1530457.0,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Germany,2016,1577720.0,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Germany,2017,1620634.0,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Germany,2018,1668033.0,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Germany,2019,1717075.0,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Germany,2020,1639588.0,p,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Germany,2021,1709722.0,p,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Germany,2022,1876818.0,p,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Denmark,2015,125312.7,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Denmark,2016,129349.2,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Denmark,2017,134498.1,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Denmark,2018,139837.7,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Denmark,2019,142854.2,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Denmark,2020,140103.2,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Denmark,2021,150699.6,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Denmark,2022,163158.9,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2015,5640960.9,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2016,5776468.0,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2017,5964271.8,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2018,6147058.7,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2019,6296099.5,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2020,5787436.1,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2021,6182433.9,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2022,6923185.6,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Euro area - 12 countries (2001-2006),2015,5508571.3,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Euro area - 12 countries (2001-2006),2016,5638383.9,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Euro area - 12 countries (2001-2006),2017,5817888.7,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Euro area - 12 countries (2001-2006),2018,5991322.4,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Euro area - 12 countries (2001-2006),2019,6132295.8,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Euro area - 12 countries (2001-2006),2020,5633109.1,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Euro area - 12 countries (2001-2006),2021,6011935.9,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Euro area - 12 countries (2001-2006),2022,6719740.6,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Euro area - 19 countries  (2015-2022),2015,5640960.9,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Euro area - 19 countries  (2015-2022),2016,5776468.0,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Euro area - 19 countries  (2015-2022),2017,5964271.8,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Euro area - 19 countries  (2015-2022),2018,6147058.7,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Euro area - 19 countries  (2015-2022),2019,6296099.5,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Euro area - 19 countries  (2015-2022),2020,5787436.1,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Euro area - 19 countries  (2015-2022),2021,6182433.9,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Euro area - 19 countries  (2015-2022),2022,6923185.6,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Euro area – 20 countries (from 2023),2015,5672988.2,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Euro area – 20 countries (from 2023),2016,5810191.0,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Euro area – 20 countries (from 2023),2017,5999909.8,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Euro area – 20 countries (from 2023),2018,6184745.7,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Euro area – 20 countries (from 2023),2019,6336077.6,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Euro area – 20 countries (from 2023),2020,5820481.1,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Euro area – 20 countries (from 2023),2021,6223862.5,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Euro area – 20 countries (from 2023),2022,6974362.9,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Estonia,2015,10772.9,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Estonia,2016,11259.0,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Estonia,2017,12024.9,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Estonia,2018,12929.8,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Estonia,2019,13775.2,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Estonia,2020,13210.4,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Estonia,2021,14991.4,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Estonia,2022,18126.7,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Greece,2015,128811.7,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Greece,2016,127207.3,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Greece,2017,132299.7,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Greece,2018,136430.3,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Greece,2019,141153.9,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Greece,2020,120006.3,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Greece,2021,133088.1,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Greece,2022,158115.2,p,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Greece,2023,169881.8,p,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Spain,2015,650059.0,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Spain,2016,671832.0,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Spain,2017,705546.0,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Spain,2018,727150.0,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Spain,2019,739929.0,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Spain,2020,622528.0,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Spain,2021,689631.0,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Spain,2022,793600.0,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,European Union - 27 countries (from 2020),2015,6514841.3,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,European Union - 27 countries (from 2020),2016,6671106.6,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,European Union - 27 countries (from 2020),2017,6925531.4,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,European Union - 27 countries (from 2020),2018,7153692.0,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,European Union - 27 countries (from 2020),2019,7344451.7,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,European Union - 27 countries (from 2020),2020,6790855.8,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,European Union - 27 countries (from 2020),2021,7291922.6,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,European Union - 27 countries (from 2020),2022,8188879.4,,
ESTAT:NAMA_10_CO3_P3$DEFAULTVIEW(1.0),18/06/25 11:00:00,Annual,"Current prices, million euro",Total,Finland,2015,108818.0,,
